0,20.83
1,21.6394
2,22.4285
3,23.1979
4,23.948
5,24.679
6,25.3916
7,26.086
8,26.7626
9,27.4219
10,28.0642
11,28.6899
12,29.2994
13,29.893
14,30.471
15,31.034
16,31.5821
17,32.1158
18,32.6353
19,33.141
20,33.6332
21,34.1123
22,34.5785
23,35.0322
24,35.4736
25,35.903
26,36.3208
27,36.7272
28,37.1224
29,37.5069
30,37.8808
31,38.2443
32,38.5978
33,38.9415
34,39.2756
35,39.6004
36,39.9161
37,40.223
38,40.5212
39,40.811
40,41.0926
41,41.3662
42,41.6321
43,41.8903
44,42.1412
45,42.3849
46,42.6215
47,42.8514
48,43.0746
49,43.2913
50,43.5018
51,43.7061
52,43.9044
53,44.097
54,44.2839
55,44.4653
56,44.6413
57,44.8122
58,44.9779
59,45.1388
60,45.2949
61,45.4463
62,45.5931
63,45.7356
64,45.8738
65,46.0078
66,46.1378
67,46.2638
68,46.386
69,46.5045
70,46.6194
71,46.7308
72,46.8387
73,46.9434
74,47.0448
75,47.1431
76,47.2383
77,47.3306
78,47.42
79,47.5067
80,47.5906
81,47.6719
82,47.7507
83,47.8269
84,47.9008
85,47.9724
86,48.0416
87,48.1087
88,48.1737
89,48.2365
90,48.2974
91,48.3563
92,48.4134
93,48.4685
94,48.522
95,48.5736
96,48.6237
97,48.672
98,48.7189
99,48.7641
100,48.8079
101,48.8503
102,48.8913
103,48.9309
104,48.9692
105,49.0063
106,49.0421
107,49.0767
108,49.1102
109,49.1425
110,49.1738
111,49.204
112,49.2332
113,49.2614
114,49.2887
115,49.315
116,49.3405
117,49.3651
118,49.3888
119,49.4117
120,49.4339
121,49.4552
122,49.4759
123,49.4958
124,49.515
125,49.5336
126,49.5515
127,49.5688
128,49.5855
129,49.6016
130,49.6171
131,49.6321
132,49.6465
133,49.6605
134,49.6739
135,49.6869
136,49.6994
137,49.7114
138,49.723
139,49.7342
140,49.745
141,49.7554
142,49.7654
143,49.7751
144,49.7843
145,49.7933
146,49.8019
147,49.8102
148,49.8182
149,49.8259
150,49.8333
151,49.8405
152,49.8473
153,49.8539
154,49.8603
155,49.8664
156,49.8723
157,49.8779
158,49.8834
159,49.8886
160,49.8936
161,49.8984
162,49.9031
163,49.9075
164,49.9118
165,49.9159
166,49.9199
167,49.9237
168,49.9273
169,49.9308
170,49.9342
171,49.9374
172,49.9405
173,49.9435
174,49.9463
175,49.949
176,49.9517
177,49.9542
178,49.9566
179,49.9589
180,49.9611
181,49.9632
182,49.9652
183,49.9671
184,49.969
185,49.9708
186,49.9724
187,49.9741
188,49.9756
189,49.9771
190,49.9785
191,49.9799
192,49.9812
193,49.9824
194,49.9836
195,49.9847
196,49.9857
197,49.9868
198,49.9877
199,49.9887
